ID,MONTHS_BALANCE,STATUS
100282,-3,X
100282,-4,C
100282,-5,0
100282,-6,X
100282,-7,C
100282,-8,C
100282,-9,1
100282,-10,C
100282,-11,3
100282,-12,C
100282,-13,C
100282,-14,C
100282,-15,C
100282,-16,C
100282,-17,C
100282,-18,0
100282,-19,X
100282,-20,C
100282,-21,X
100283,0,C
100283,-1,X
100283,-2,C
100283,-3,C
100283,-4,0
100283,-5,0
100283,-6,C
100283,-7,C
100283,-8,C
100283,-9,C
100283,-10,C
100284,0,2
100284,-1,C
100284,-2,C
100284,-3,5
100284,-4,C
100284,-5,2
100284,-6,C
100284,-7,3
100284,-8,X
100284,-9,C
100284,-10,X
100284,-11,C
100284,-12,C
100284,-13,5
100285,0,C
100285,-1,X
100285,-2,X
100285,-3,C
100285,-4,C
100285,-5,C
100285,-6,0
100285,-7,5
100285,-8,C
100285,-9,4
100285,-10,C
100285,-11,X
100285,-12,X
100285,-13,2
100285,-14,2
100285,-15,C
100285,-16,1
100285,-17,C
100285,-18,X
100285,-19,X
100285,-20,X
100285,-21,1
100285,-22,C
100286,0,X
100286,-1,C
100286,-2,X
100286,-3,X
100286,-4,C
100286,-5,C
100286,-6,X
100286,-7,X
100286,-8,1
100286,-9,0
100286,-10,C
100286,-11,C
100286,-12,C
100286,-13,C
100286,-14,X
100286,-15,C
100286,-16,0
100286,-17,X
100287,0,0
100287,-1,C
100287,-2,X
100287,-3,C
100287,-4,C
100287,-5,C
100287,-6,X
100287,-7,C
100287,-8,C
100287,-9,C
100287,-10,C
100287,-11,C
100287,-12,C
100287,-13,C
100287,-14,C
100287,-15,C
100287,-16,X
100287,-17,X
100288,0,C
100288,-1,C
100288,-2,C
100288,-3,X
100288,-4,X
100288,-5,0
100288,-6,X
100288,-7,C
100288,-8,C
100288,-9,X
100288,-10,C
100288,-11,0
100288,-12,C
100288,-13,C
100288,-14,C
100288,-15,C
100288,-16,X
100288,-17,C
100288,-18,C
100288,-19,C
100288,-20,C
100288,-21,5
100289,0,C
100289,-1,C
100289,-2,C
100289,-3,1
100289,-4,1
100289,-5,C
100289,-6,C
100289,-7,X
100289,-8,C
100289,-9,C
100289,-10,X
100289,-11,C
100289,-12,C
100289,-13,C
100290,0,1
100290,-1,C
100290,-2,X
100290,-3,X
100290,-4,C
100290,-5,0
100290,-6,C
100290,-7,X
100290,-8,C
100290,-9,C
100290,-10,1
100290,-11,1
100290,-12,C
100290,-13,C
100290,-14,C
100291,0,C
100291,-1,0
100291,-2,X
100291,-3,X
100291,-4,C
100291,-5,C
100291,-6,C
100291,-7,C
100291,-8,C
100291,-9,1
100291,-10,C
100291,-11,C
100291,-12,C
100291,-13,C
100291,-14,C
100291,-15,C
100291,-16,C
100291,-17,0
100292,0,C
100292,-1,C
100292,-2,C
100292,-3,C
100292,-4,X
100292,-5,C
100292,-6,C
100292,-7,C
100292,-8,C
100292,-9,C
100292,-10,C
100292,-11,X
100292,-12,C
100292,-13,0
100292,-14,C
100293,0,X
100293,-1,X
100293,-2,X
100293,-3,1
100293,-4,X
100293,-5,C
100293,-6,C
100293,-7,X
100293,-8,C
100293,-9,2
100293,-10,0
100293,-11,C
100293,-12,X
100293,-13,C
100294,0,C
100294,-1,1
100294,-2,C
100294,-3,C
100294,-4,1
100294,-5,C
100294,-6,1
100294,-7,C
100294,-8,1
100294,-9,C
100294,-10,3
100294,-11,0
100294,-12,C
100294,-13,X
100294,-14,X
100294,-15,X
100295,0,C
100295,-1,C
100295,-2,C
100295,-3,X
100295,-4,1
100295,-5,C
100295,-6,C
100295,-7,0
100295,-8,X
100295,-9,C
100295,-10,C
100295,-11,1
100295,-12,C
100295,-13,X
100295,-14,C
100295,-15,C
100295,-16,C
100295,-17,C
100295,-18,X
100295,-19,C
100296,0,C
100296,-1,C
100296,-2,X
100296,-3,C
100296,-4,C
100296,-5,1
100296,-6,X
100296,-7,1
100296,-8,X
100296,-9,C
100296,-10,C
100297,0,C
100297,-1,C
100297,-2,0
100297,-3,X
100297,-4,C
100297,-5,C
100297,-6,0
100297,-7,C
100297,-8,X
100297,-9,C
100297,-10,1
100297,-11,0
100297,-12,4
100297,-13,C
100298,0,X
100298,-1,1
100298,-2,X
100298,-3,C
100298,-4,C
100298,-5,C
100298,-6,C
100298,-7,X
100298,-8,C
100298,-9,C
100298,-10,C
100298,-11,C
100298,-12,0
100298,-13,X
100298,-14,C
100298,-15,C
100298,-16,C
100298,-17,3
100299,0,C
100299,-1,C
100299,-2,C
100299,-3,X
100299,-4,C
100299,-5,C
100299,-6,0
100299,-7,C
100299,-8,C
100299,-9,C
100299,-10,C
100299,-11,0
100299,-12,2
100299,-13,0
100299,-14,X
100299,-15,C
100299,-16,1
100300,0,X
100300,-1,X
100300,-2,X
100300,-3,C
100300,-4,C
100300,-5,C
100300,-6,1
100300,-7,5
100300,-8,0
100300,-9,X
100300,-10,C
100300,-11,C
100300,-12,C
100300,-13,X
100300,-14,C
100301,0,C
100301,-1,0
100301,-2,0
100301,-3,0
100301,-4,C
100301,-5,C
100301,-6,X
100301,-7,C
100301,-8,X
100301,-9,1
100301,-10,X
100301,-11,C
100301,-12,C
100301,-13,C
100301,-14,C
100301,-15,C
100301,-16,C
100301,-17,1
100301,-18,C
100301,-19,1
100301,-20,C
100302,0,C
100302,-1,C
100302,-2,X
100302,-3,1
100302,-4,C
100302,-5,4
100302,-6,X
100302,-7,C
100302,-8,C
100303,0,C
100303,-1,C
100303,-2,C
100303,-3,0
100303,-4,X
100303,-5,C
100303,-6,C
100303,-7,C
100303,-8,1
100303,-9,X
100303,-10,1
100303,-11,C
100303,-12,C
100303,-13,C
100303,-14,C
100303,-15,C
100303,-16,0
100303,-17,C
100303,-18,1
100304,0,C
100304,-1,1
100304,-2,0
100304,-3,C
100304,-4,X
100304,-5,C
100304,-6,C
100304,-7,X
100304,-8,C
100304,-9,4
100304,-10,4
100304,-11,C
100304,-12,C
100304,-13,C
100304,-14,C
100304,-15,0
100304,-16,1
100304,-17,X
100304,-18,C
100305,0,C
100305,-1,C
100305,-2,X
100305,-3,C
100305,-4,C
100305,-5,X
100305,-6,C
100305,-7,C
100305,-8,C
100305,-9,C
100305,-10,C
100305,-11,X
100305,-12,X
100305,-13,X
100305,-14,C
100305,-15,C
100305,-16,C
100305,-17,3
100305,-18,C
100305,-19,X
100305,-20,C
100305,-21,X
100306,0,C
100306,-1,C
100306,-2,C
100306,-3,X
100306,-4,C
100306,-5,X
100306,-6,1
100306,-7,C
100306,-8,C
100306,-9,1
100306,-10,C
100306,-11,C
100306,-12,1
100306,-13,C
100306,-14,C
100306,-15,C
100306,-16,C
100307,0,X
100307,-1,C
100307,-2,C
100307,-3,C
100307,-4,X
100307,-5,C
100308,0,C
100308,-1,0
100308,-2,C
100308,-3,0
100308,-4,X
100308,-5,C
100308,-6,X
100308,-7,X
100308,-8,C
100308,-9,X
100308,-10,X
100308,-11,X
100308,-12,C
100308,-13,C
100308,-14,C
100308,-15,X
100308,-16,X
100308,-17,C
100309,0,C
100309,-1,C
100309,-2,C
100309,-3,C
100309,-4,C
100309,-5,X
100309,-6,C
100309,-7,X
100309,-8,1
100309,-9,0
100309,-10,C
100309,-11,C
100309,-12,C
100309,-13,C
100309,-14,C
100310,0,C
100310,-1,C
100310,-2,C
100310,-3,0
100310,-4,C
100310,-5,1
100310,-6,C
100310,-7,C
100310,-8,C
100310,-9,C
100310,-10,C
100310,-11,C
100310,-12,C
100310,-13,C
100310,-14,X
100310,-15,C
100310,-16,X
100310,-17,0
100310,-18,C
100311,0,X
100311,-1,C
100311,-2,C
100311,-3,C
100311,-4,X
100311,-5,C
100311,-6,X
100311,-7,C
100311,-8,C
100311,-9,C
100311,-10,X
100312,0,C
100312,-1,C
100312,-2,C
100312,-3,X
100312,-4,C
100312,-5,X
100312,-6,0
100312,-7,1
100312,-8,X
100312,-9,C
100312,-10,C
100312,-11,0
100312,-12,C
100312,-13,1
100312,-14,C
100312,-15,C
100312,-16,C
100313,0,C
100313,-1,X
100313,-2,C
100313,-3,C
100313,-4,C
100313,-5,X
100313,-6,X
100313,-7,C
100313,-8,C
100313,-9,C
100313,-10,0
100313,-11,X
100313,-12,X
100313,-13,1
100313,-14,C
100313,-15,X
100313,-16,C
100313,-17,C
100313,-18,1
100314,0,C
100314,-1,X
100314,-2,C
100314,-3,C
100314,-4,C
100314,-5,X
100314,-6,C
100314,-7,0
100314,-8,C
100314,-9,C
100314,-10,C
100314,-11,C
100314,-12,X
100314,-13,C
100314,-14,C
100314,-15,C
100314,-16,C
100314,-17,1
100314,-18,C
100314,-19,C
100314,-20,C
100314,-21,X
100314,-22,C
100314,-23,0
100315,0,C
100315,-1,X
100315,-2,C
100315,-3,0
100315,-4,X
100315,-5,C
100315,-6,5
100315,-7,C
100316,0,C
100316,-1,C
100316,-2,X
100316,-3,X
100316,-4,C
100316,-5,C
100316,-6,X
100316,-7,C
100316,-8,C
100316,-9,X
100316,-10,C
100317,0,4
100317,-1,C
100317,-2,X
100317,-3,C
100317,-4,C
100317,-5,C
100317,-6,5
100317,-7,1
100317,-8,C
100317,-9,C
100317,-10,C
100318,0,C
100318,-1,C
100318,-2,X
100318,-3,C
100318,-4,C
100318,-5,C
100318,-6,C
100318,-7,C
100318,-8,1
100318,-9,0
100318,-10,1
100318,-11,X
100318,-12,X
100318,-13,C
100318,-14,0
100318,-15,C
100318,-16,C
100319,0,C
100319,-1,4
100319,-2,3
100319,-3,C
100319,-4,C
100319,-5,C
100320,0,1
100320,-1,C
100320,-2,C
100320,-3,C
100320,-4,C
100320,-5,C
100320,-6,C
100320,-7,X
100320,-8,C
100320,-9,C
100320,-10,X
100320,-11,C
100320,-12,C
100320,-13,C
100321,0,C
100321,-1,X
100321,-2,X
100321,-3,C
100321,-4,C
100321,-5,0
100321,-6,1
100321,-7,C
100321,-8,0
100321,-9,C
100321,-10,C
100321,-11,C
100321,-12,C
100321,-13,X
100321,-14,C
100322,0,C
100322,-1,C
100322,-2,C
100322,-3,C
100322,-4,C
100322,-5,0
100322,-6,C
100322,-7,C
100322,-8,X
100323,0,X
100323,-1,C
100323,-2,X
100323,-3,C
100323,-4,5
100323,-5,2
100323,-6,C
100323,-7,1
100323,-8,0
100323,-9,C
100323,-10,C
100323,-11,C
100323,-12,C
100323,-13,X
100323,-14,C
100323,-15,3
100323,-16,0
100324,0,3
100324,-1,4
100324,-2,X
100324,-3,5
100324,-4,C
100324,-5,3
100324,-6,2
100324,-7,0
100325,0,C
100325,-1,C
100325,-2,X
100325,-3,C
100325,-4,C
100325,-5,C
100325,-6,C
100325,-7,X
100325,-8,C
100325,-9,C
100325,-10,C
100325,-11,C
100325,-12,1
100325,-13,C
100325,-14,0
100325,-15,5
100325,-16,C
100325,-17,C
100325,-18,C
100325,-19,X
100325,-20,C
100325,-21,0
100325,-22,C
100325,-23,C
100326,0,C
100326,-1,C
100326,-2,C
100326,-3,X
100326,-4,X
100326,-5,C
100326,-6,C
100326,-7,C
100326,-8,C
100326,-9,C
100326,-10,C
100326,-11,C
100327,0,X
100327,-1,0
100327,-2,C
100327,-3,C
100327,-4,1
100327,-5,C
100327,-6,C
100327,-7,C
100327,-8,X
100327,-9,C
100327,-10,1
100327,-11,5
100327,-12,3
100327,-13,C
100327,-14,3
100328,0,C
100328,-1,X
100328,-2,2
100328,-3,C
100328,-4,C
100328,-5,C
100328,-6,1
100328,-7,C
100328,-8,X
100328,-9,C
100328,-10,1
100328,-11,X
100328,-12,C
100328,-13,C
100328,-14,X
100328,-15,C
100328,-16,2
100328,-17,X
100329,0,C
100329,-1,C
100329,-2,X
100329,-3,C
100329,-4,C
100329,-5,0
100329,-6,C
100329,-7,C
100329,-8,X
100330,0,1
100330,-1,C
100330,-2,C
100330,-3,C
100330,-4,C
100330,-5,C
100330,-6,C
100330,-7,C
100330,-8,X
100330,-9,X
100330,-10,C
100330,-11,X
100330,-12,C
100330,-13,X
100330,-14,C
100330,-15,C
100330,-16,C
100331,0,4
100331,-1,X
100331,-2,C
100331,-3,C
100331,-4,C
100331,-5,C
100331,-6,0
100332,0,C
100332,-1,X
100332,-2,C
100332,-3,C
100332,-4,X
100332,-5,0
100332,-6,C
100332,-7,1
100332,-8,C
100332,-9,0
100332,-10,0
100332,-11,C
100332,-12,C
100332,-13,C
100332,-14,0
100332,-15,C
100332,-16,C
100332,-17,C
100332,-18,C
100332,-19,C
100332,-20,X
100332,-21,C
100332,-22,C
100333,0,X
100333,-1,1
100333,-2,X
100333,-3,C
100333,-4,C
100333,-5,C
100333,-6,C
100333,-7,C
100333,-8,1
100333,-9,C
100333,-10,X
100333,-11,C
100333,-12,X
100333,-13,C
100334,0,1
100334,-1,C
100334,-2,C
100334,-3,C
100334,-4,X
100334,-5,C
100334,-6,X
100334,-7,C
100334,-8,C
100334,-9,C
100334,-10,1
100334,-11,1
100334,-12,X
100334,-13,0
100334,-14,X
100334,-15,X
100334,-16,C
100335,0,5
100335,-1,C
100335,-2,C
100335,-3,C
100335,-4,X
100335,-5,C
100335,-6,X
100335,-7,3
100336,0,C
100336,-1,C
100336,-2,C
100336,-3,C
100336,-4,C
100336,-5,C
100336,-6,X
100336,-7,X
100336,-8,0
100336,-9,1
100336,-10,C
100336,-11,X
100336,-12,X
100336,-13,C
100336,-14,C
100336,-15,X
100336,-16,C
100336,-17,2
100336,-18,1
100337,0,X
100337,-1,C
100337,-2,C
100337,-3,C
100337,-4,C
100337,-5,X
100337,-6,C
100337,-7,C
100337,-8,C
100337,-9,C
100337,-10,1
100338,0,C
100338,-1,C
100338,-2,X
100338,-3,C
100338,-4,C
100338,-5,C
100338,-6,C
100338,-7,C
100338,-8,4
100338,-9,C
100338,-10,C
100338,-11,X
100339,0,C
100339,-1,C
100339,-2,C
100339,-3,C
100339,-4,C
100339,-5,C
100339,-6,C
100339,-7,X
100339,-8,C
100339,-9,C
100340,0,X
100340,-1,C
100340,-2,C
100340,-3,5
100340,-4,1
100340,-5,C
100340,-6,X
100340,-7,C
100340,-8,C
100340,-9,4
100340,-10,C
100340,-11,X
100340,-12,1
100340,-13,2
100341,0,C
100341,-1,1
100341,-2,0
100341,-3,X
100341,-4,C
100341,-5,C
100341,-6,C
100341,-7,C
100341,-8,C
100341,-9,C
100341,-10,C
100341,-11,C
100341,-12,C
100341,-13,1
100341,-14,C
100341,-15,C
100341,-16,C
100341,-17,C
100342,0,C
100342,-1,X
100342,-2,X
100342,-3,X
100342,-4,X
100342,-5,X
100342,-6,X
100342,-7,C
100342,-8,C
100342,-9,X
100342,-10,X
100342,-11,C
100342,-12,C
100342,-13,C
100342,-14,C
100342,-15,C
100342,-16,C
100342,-17,C
100342,-18,C
100342,-19,C
100343,0,1
100343,-1,C
100343,-2,C
100343,-3,X
100343,-4,X
100343,-5,C
100344,0,C
100344,-1,0
100344,-2,C
100344,-3,C
100344,-4,X
100344,-5,X
100344,-6,C
100344,-7,X
100345,0,C
100345,-1,C
100345,-2,C
100345,-3,C
100345,-4,C
100345,-5,C
100345,-6,0
100345,-7,C
100345,-8,C
100345,-9,C
100345,-10,C
100345,-11,C
100345,-12,C
100345,-13,C
100345,-14,X
100346,0,C
100346,-1,X
100346,-2,C
100346,-3,C
100346,-4,C
100346,-5,C
100346,-6,C
100346,-7,X
100346,-8,C
100346,-9,C
100346,-10,C
100346,-11,1
100346,-12,C
100346,-13,X
100346,-14,C
100346,-15,X
100346,-16,X
100346,-17,C
100347,0,C
100347,-1,1
100347,-2,C
100347,-3,C
100347,-4,C
100347,-5,1
100347,-6,C
100347,-7,C
100347,-8,C
100347,-9,X
100347,-10,X
100347,-11,X
100347,-12,C
100348,0,C
100348,-1,C
100348,-2,C
100348,-3,C
100348,-4,0
100348,-5,C
100348,-6,C
100348,-7,C
100348,-8,3
100348,-9,C
100348,-10,X
100349,0,1
100349,-1,C
100349,-2,1
100349,-3,C
100349,-4,1
100349,-5,C
100349,-6,C
100349,-7,C
100349,-8,X
100349,-9,C
100349,-10,X
100349,-11,C
100349,-12,X
100349,-13,C
100349,-14,C
100349,-15,X
100349,-16,X
100349,-17,X
100349,-18,C
100349,-19,C
100350,0,C
100350,-1,X
100350,-2,C
100350,-3,C
100350,-4,C
100350,-5,X
100350,-6,X
100350,-7,C
100350,-8,X
100350,-9,X
100350,-10,C
100350,-11,C
100351,0,C
100351,-1,X
100351,-2,0
100351,-3,C
100351,-4,C
100351,-5,C
100351,-6,C
100351,-7,X
100351,-8,0
100351,-9,C
100351,-10,C
100351,-11,C
100351,-12,X
100351,-13,C
100351,-14,C
100351,-15,X
100351,-16,0
100351,-17,C
100351,-18,X
100352,0,C
100352,-1,C
100352,-2,4
100352,-3,0
100352,-4,4
100352,-5,4
100352,-6,C
100352,-7,C
100352,-8,4
100352,-9,5
100352,-10,5
100352,-11,C
100352,-12,0
100352,-13,X
100352,-14,C
100352,-15,3
100352,-16,1
100352,-17,C
100352,-18,3
100353,0,X
100353,-1,C
100353,-2,1
100353,-3,C
100353,-4,C
100353,-5,1
100354,0,X
100354,-1,C
100354,-2,C
100354,-3,C
100354,-4,C
100354,-5,C
100354,-6,C
100354,-7,C
100354,-8,C
100354,-9,C
100354,-10,C
100354,-11,0
100354,-12,1
100354,-13,0
100354,-14,0
100354,-15,C
100354,-16,X
100354,-17,X
100355,0,C
100355,-1,C
100355,-2,X
100355,-3,C
100355,-4,0
100355,-5,X
100355,-6,C
100355,-7,C
100355,-8,1
100355,-9,C
100355,-10,C
100355,-11,2
100356,0,C
100356,-1,C
100356,-2,X
100356,-3,C
100356,-4,C
100356,-5,X
100356,-6,C
100356,-7,C
100356,-8,0
100356,-9,C
100356,-10,C
100356,-11,0
100356,-12,X
100356,-13,C
100357,0,C
100357,-1,C
100357,-2,C
100357,-3,X
100357,-4,C
100357,-5,C
100357,-6,C
100357,-7,4
100357,-8,5
100358,0,C
100358,-1,X
100358,-2,C
100358,-3,C
100358,-4,C
100358,-5,C
100358,-6,C
100358,-7,C
100358,-8,C
100358,-9,C
100358,-10,C
100358,-11,X
100358,-12,X
100358,-13,C
100358,-14,X
100358,-15,C
100358,-16,C
100358,-17,1
100358,-18,X
100359,0,C
100359,-1,C
100359,-2,X
100359,-3,C
100359,-4,C
100359,-5,X
100359,-6,X
100360,0,0
100360,-1,1
100360,-2,4
100360,-3,X
100360,-4,C
100360,-5,X
100360,-6,C
100360,-7,4
100360,-8,X
100360,-9,1
100360,-10,C
100361,0,C
100361,-1,C
100361,-2,C
100361,-3,X
100361,-4,X
100361,-5,0
100361,-6,0
100361,-7,C
100362,0,X
100362,-1,C
100362,-2,C
100362,-3,C
100362,-4,X
100362,-5,C
100362,-6,C
100362,-7,C
100362,-8,C
100362,-9,1
100362,-10,C
100362,-11,C
100362,-12,C
100362,-13,C
100362,-14,X
100362,-15,C
100362,-16,C
100362,-17,C
100363,0,X
100363,-1,C
100363,-2,C
100363,-3,C
100363,-4,C
100363,-5,C
100363,-6,3
100363,-7,C
100363,-8,1
100363,-9,C
100363,-10,X
100363,-11,X
100363,-12,2
100363,-13,C
100363,-14,C
100363,-15,C
100363,-16,2
100363,-17,C
100363,-18,C
100363,-19,C
100363,-20,4
100364,0,X
100364,-1,C
100364,-2,1
100364,-3,C
100364,-4,X
100364,-5,C
100365,0,1
100365,-1,C
100365,-2,C
100365,-3,C
100365,-4,C
100365,-5,1
100365,-6,X
100365,-7,C
100365,-8,C
100365,-9,C
100365,-10,C
100366,0,C
100366,-1,C
100366,-2,1
100366,-3,C
100366,-4,C
100366,-5,1
100366,-6,C
100366,-7,1
100366,-8,C
100366,-9,X
100366,-10,C
100366,-11,1
100366,-12,C
100366,-13,X
100366,-14,C
100366,-15,C
100366,-16,C
100366,-17,X
100366,-18,C
100366,-19,C
100366,-20,C
100366,-21,X
100366,-22,C
100367,0,C
100367,-1,X
100367,-2,C
100367,-3,X
100367,-4,C
100367,-5,C
100367,-6,X
100367,-7,0
100367,-8,1
100367,-9,5
100367,-10,X
100367,-11,C
100367,-12,0
100368,0,X
100368,-1,C
100368,-2,C
100368,-3,1
100368,-4,C
100368,-5,C
100368,-6,C
100368,-7,X
100368,-8,1
100368,-9,C
100368,-10,C
100368,-11,X
100368,-12,C
100368,-13,1
100368,-14,0
100368,-15,C
100368,-16,1
100368,-17,C
100368,-18,C
100368,-19,C
100368,-20,X
100368,-21,C
100369,0,1
100369,-1,C
100369,-2,X
100369,-3,C
100369,-4,X
100369,-5,C
100369,-6,C
100369,-7,1
100369,-8,C
100369,-9,C
100369,-10,0
100369,-11,C
100369,-12,C
100369,-13,1
100369,-14,C
100369,-15,C
100369,-16,C
100369,-17,C
100369,-18,C
100369,-19,C
100369,-20,X
100369,-21,X
100369,-22,X
100370,0,0
100370,-1,1
100370,-2,3
100370,-3,C
100370,-4,0
100370,-5,3
100370,-6,X
100370,-7,3
100370,-8,5
100370,-9,C
100370,-10,X
100371,0,C
100371,-1,C
100371,-2,C
100371,-3,3
100371,-4,X
100371,-5,3
100371,-6,5
100372,0,C
100372,-1,1
100372,-2,C
100372,-3,C
100372,-4,X
100372,-5,C
100372,-6,C
100372,-7,X
100373,0,X
100373,-1,C
100373,-2,C
100373,-3,C
100373,-4,C
100373,-5,C
100374,0,X
100374,-1,C
100374,-2,C
100374,-3,C
100374,-4,1
100374,-5,C
100374,-6,C
100375,0,C
100375,-1,C
100375,-2,C
100375,-3,C
100375,-4,C
100375,-5,C
100375,-6,C
100375,-7,C
100375,-8,C
100375,-9,C
100375,-10,C
100376,0,C
100376,-1,C
100376,-2,0
100376,-3,C
100376,-4,1
100376,-5,C
100377,0,X
100377,-1,C
100377,-2,X
100377,-3,C
100377,-4,C
100377,-5,C
100377,-6,C
100378,0,0
100378,-1,C
100378,-2,C
100378,-3,C
100378,-4,0
100378,-5,X
100378,-6,C
100378,-7,X
100378,-8,1
100378,-9,C
100378,-10,X
100379,0,C
100379,-1,4
100379,-2,C
100379,-3,X
100379,-4,C
100379,-5,X
100379,-6,C
100379,-7,X
100379,-8,C
100380,0,X
100380,-1,0
100380,-2,0
100380,-3,C
100380,-4,C
100380,-5,C
100380,-6,C
100380,-7,C
100380,-8,1
100380,-9,2
100380,-10,X
100380,-11,X
100380,-12,C
100380,-13,1
100380,-14,X
100380,-15,C
100380,-16,X
100380,-17,1
100380,-18,C
100380,-19,5
100380,-20,C
100381,0,C
100381,-1,C
100381,-2,C
100381,-3,X
100381,-4,X
100381,-5,C
100381,-6,C
100381,-7,C
100382,0,C
100382,-1,3
100382,-2,C
100382,-3,C
100382,-4,C
100382,-5,C
100382,-6,C
100382,-7,5
100382,-8,X
100382,-9,1
100382,-10,0
100382,-11,C
100382,-12,C
100382,-13,C
100382,-14,5
100382,-15,X
100382,-16,C
100382,-17,X
100383,0,C
100383,-1,1
100383,-2,C
100383,-3,C
100383,-4,3
100383,-5,X
100383,-6,C
100383,-7,X
100383,-8,X
100383,-9,C
100383,-10,C
100383,-11,X
100383,-12,X
100383,-13,C
100383,-14,X
100383,-15,C
100383,-16,1
100383,-17,C
100383,-18,X
100383,-19,C
100383,-20,C
100383,-21,C
100383,-22,C
100384,0,C
100384,-1,X
100384,-2,C
100384,-3,1
100384,-4,1
100384,-5,0
100384,-6,X
100384,-7,X
100384,-8,C
100384,-9,C
100384,-10,1
100384,-11,X
100384,-12,C
100384,-13,C
100384,-14,C
100384,-15,1
100384,-16,1
100384,-17,C
100384,-18,1
100385,0,2
100385,-1,1
100385,-2,4
100385,-3,4
100385,-4,C
100385,-5,4
100385,-6,0
100385,-7,C
100385,-8,3
100385,-9,X
100385,-10,3
100385,-11,C
100385,-12,4
100385,-13,3
100385,-14,C
100385,-15,X
100385,-16,X
100385,-17,X
100385,-18,C
100385,-19,4
100385,-20,C
100386,0,C
100386,-1,3
100386,-2,C
100386,-3,C
100386,-4,1
100386,-5,C
100386,-6,C
100386,-7,1
100386,-8,X
100387,0,C
100387,-1,0
100387,-2,C
100387,-3,C
100387,-4,C
100387,-5,X
100387,-6,1
100387,-7,C
100387,-8,C
100387,-9,C
100387,-10,2
100387,-11,0
100387,-12,C
100387,-13,C
100387,-14,C
100388,0,X
100388,-1,X
100388,-2,C
100388,-3,X
100388,-4,C
100388,-5,C
100388,-6,1
100388,-7,C
100388,-8,C
100388,-9,1
100388,-10,1
100388,-11,C
100388,-12,C
100389,0,4
100389,-1,C
100389,-2,C
100389,-3,3
100389,-4,C
100389,-5,X
100389,-6,3
100389,-7,X
100389,-8,C
100389,-9,C
100389,-10,C
100390,0,X
100390,-1,C
100390,-2,C
100390,-3,C
100390,-4,C
100390,-5,C
100390,-6,C
100390,-7,C
100391,0,C
100391,-1,X
100391,-2,X
100391,-3,X
100391,-4,C
100391,-5,C
100391,-6,C
100391,-7,C
100391,-8,3
100391,-9,C
100392,0,1
100392,-1,C
100392,-2,0
100392,-3,C
100392,-4,X
100392,-5,C
100392,-6,X
100392,-7,C
100392,-8,0
100392,-9,X
100392,-10,C
100392,-11,X
100393,0,C
100393,-1,C
100393,-2,C
100393,-3,X
100393,-4,0
100393,-5,C
100393,-6,C
100393,-7,1
100393,-8,C
100393,-9,1
100393,-10,X
100393,-11,C
100394,0,C
100394,-1,X
100394,-2,C
100394,-3,C
100394,-4,C
100394,-5,1
100394,-6,C
100394,-7,C
100394,-8,C
100394,-9,X
100394,-10,C
100394,-11,0
100394,-12,C
100394,-13,C
100394,-14,C
100394,-15,5
100394,-16,C
100394,-17,C
100394,-18,C
100394,-19,C
100394,-20,C
100394,-21,C
100395,0,C
100395,-1,C
100395,-2,C
100395,-3,0
100395,-4,1
100395,-5,C
100395,-6,C
100395,-7,C
100395,-8,X
100395,-9,C
100395,-10,C
100395,-11,0
100395,-12,C
100396,0,C
100396,-1,0
100396,-2,1
100396,-3,X
100396,-4,X
100396,-5,X
100396,-6,C
100396,-7,0
100396,-8,C
100396,-9,C
100396,-10,X
100396,-11,C
100396,-12,1
100396,-13,C
100396,-14,X
100396,-15,2
100396,-16,C
100396,-17,C
100396,-18,1
100396,-19,C
100396,-20,X
100396,-21,C
100396,-22,C
100396,-23,C
100397,0,X
100397,-1,C
100397,-2,C
100397,-3,X
100397,-4,0
100397,-5,C
100398,0,X
100398,-1,X
100398,-2,C
100398,-3,C
100398,-4,C
100398,-5,X
100398,-6,C
100398,-7,C
100398,-8,1
100398,-9,C
100398,-10,C
100398,-11,C
100398,-12,C
100399,0,X
100399,-1,C
100399,-2,C
100399,-3,X
100399,-4,C
100399,-5,C
100399,-6,1
100399,-7,C
100399,-8,C
100399,-9,C
100399,-10,0
100399,-11,0
100399,-12,C
100399,-13,1
100399,-14,X
100399,-15,C
100399,-16,C
100399,-17,C
100399,-18,X
100399,-19,C
100400,0,X
100400,-1,C
100400,-2,C
100400,-3,0
100400,-4,C
100400,-5,X
100400,-6,C
100400,-7,C
100400,-8,C
100400,-9,0
100400,-10,C
100400,-11,C
100400,-12,1
100400,-13,X
100400,-14,5
100401,0,C
100401,-1,C
100401,-2,5
100401,-3,X
100401,-4,2
100401,-5,0
100401,-6,X
100401,-7,C
100401,-8,C
100401,-9,C
100401,-10,2
100401,-11,0
100401,-12,C
100401,-13,1
100401,-14,1
100401,-15,3
100401,-16,0
100401,-17,0
100401,-18,0
100401,-19,C
100401,-20,C
100401,-21,2
100401,-22,1
100402,0,C
100402,-1,C
100402,-2,C
100402,-3,C
100402,-4,X
100402,-5,1
100402,-6,C
100402,-7,C
100402,-8,C
100402,-9,C
100402,-10,1
100402,-11,X
100402,-12,C
100402,-13,C
100402,-14,C
100402,-15,C
100403,0,1
100403,-1,C
100403,-2,X
100403,-3,C
100403,-4,C
100403,-5,C
100403,-6,C
100403,-7,1
100403,-8,C
100403,-9,0
100403,-10,C
100403,-11,C
100403,-12,C
