ID,AGE,GENDER,ANNUAL_INCOME,CREDIT_SCORE,EMPLOYMENT_STATUS,EMPLOYMENT_YEARS,EDUCATION_TYPE,FAMILY_STATUS,HOUSING_TYPE,MONTHLY_DEBT,EXISTING_ACCOUNTS,REQUESTED_CREDIT_LIMIT
101274,61,M,630700.0,696,Self-employed,13.3,High School,Married,Owned,7600.0,5,500000
101275,58,M,792100.0,818,Salaried,8.6,Post Graduate,Married,Owned,14500.0,2,150000
101276,55,M,258600.0,762,Self-employed,5.1,High School,Single,Owned,0.0,0,300000
101277,62,F,59000.0,773,Retired,15.1,Post Graduate,Married,Company Provided,1400.0,0,500000
101278,18,M,20000.0,660,Unemployed,0.0,High School,Married,Rented,400.0,2,500000
101279,67,F,0.0,600,Student,2.0,Professional Degree,Widowed,Owned,0.0,3,500000
101280,60,M,439700.0,791,Salaried,13.4,Post Graduate,Single,Company Provided,8400.0,5,75000
101281,60,M,713900.0,772,Salaried,13.4,Post Graduate,Single,Living with Parents,12500.0,4,100000
101282,40,F,596500.0,761,Salaried,0.0,Graduate,Married,Owned,3900.0,3,75000
101283,63,M,510600.0,820,Salaried,16.2,Graduate,Divorced,Rented,7400.0,7,300000
101284,39,F,475300.0,625,Salaried,10.0,High School,Married,Living with Parents,7500.0,6,150000
101285,20,M,689800.0,728,Salaried,6.1,Graduate,Married,Rented,8600.0,3,500000
101286,69,F,739800.0,873,Self-employed,14.0,Graduate,Divorced,Rented,8800.0,7,500000
101287,31,M,409300.0,678,Salaried,0.5,Below High School,Divorced,Rented,7900.0,5,200000
101288,23,F,304300.0,653,Self-employed,5.6,Below High School,Married,Owned,4400.0,2,500000
101289,53,F,40000.0,543,Unemployed,0.0,Post Graduate,Married,Rented,1000.0,3,200000
101290,31,M,431000.0,750,Salaried,6.5,High School,Married,Owned,3900.0,0,50000
101291,66,M,536700.0,630,Salaried,12.5,Graduate,Single,Owned,8600.0,6,150000
101292,43,M,505600.0,696,Self-employed,8.3,High School,Single,Owned,3600.0,4,200000
101293,18,F,454000.0,646,Salaried,0.0,High School,Married,Rented,8100.0,0,200000
101294,72,F,414800.0,761,Salaried,16.2,High School,Married,Rented,2400.0,1,100000
101295,47,M,292000.0,675,Retired,7.7,Graduate,Single,Rented,4500.0,0,50000
101296,32,M,610500.0,740,Salaried,11.2,Post Graduate,Single,Owned,12900.0,1,100000
101297,56,F,501900.0,690,Salaried,13.0,Post Graduate,Married,Company Provided,6900.0,2,50000
101298,48,M,40000.0,580,Unemployed,0.0,High School,Married,Owned,300.0,6,300000
101299,19,F,671100.0,716,Salaried,0.3,High School,Widowed,Rented,13200.0,7,75000
101300,61,M,880200.0,756,Salaried,14.0,Post Graduate,Married,Owned,13800.0,3,500000
101301,40,F,329700.0,670,Salaried,5.2,High School,Married,Rented,4200.0,4,500000
101302,57,F,685600.0,732,Salaried,8.4,High School,Single,Rented,4700.0,4,300000
101303,69,M,430200.0,841,Salaried,17.3,Graduate,Married,Rented,1100.0,5,75000
101304,52,M,588100.0,820,Salaried,7.3,Post Graduate,Single,Living with Parents,16700.0,5,75000
101305,56,M,461200.0,611,Salaried,13.1,High School,Single,Living with Parents,4400.0,0,50000
101306,32,F,20000.0,666,Unemployed,0.0,High School,Married,Rented,100.0,4,25000
101307,31,M,932900.0,889,Self-employed,2.3,Professional Degree,Married,Rented,14400.0,3,100000
101308,41,F,589800.0,823,Salaried,9.8,Post Graduate,Single,Company Provided,3900.0,6,75000
101309,66,F,288400.0,541,Retired,15.9,Graduate,Married,Company Provided,4800.0,7,75000
101310,47,M,742700.0,769,Salaried,8.8,Graduate,Married,Rented,16600.0,2,200000
101311,37,F,744000.0,876,Self-employed,5.6,Post Graduate,Married,Living with Parents,4700.0,4,500000
101312,62,M,491300.0,710,Salaried,13.5,Graduate,Married,Living with Parents,5600.0,2,25000
101313,66,F,840900.0,900,Self-employed,12.0,Post Graduate,Widowed,Company Provided,13600.0,0,100000
101314,69,M,0.0,440,Unemployed,0.0,Graduate,Single,Owned,0.0,1,50000
101315,35,F,753500.0,730,Salaried,6.8,High School,Single,Company Provided,5500.0,6,150000
101316,58,F,448000.0,836,Salaried,16.6,Post Graduate,Married,Rented,5600.0,2,50000
101317,51,F,324900.0,752,Salaried,11.7,Graduate,Married,Rented,8600.0,0,500000
101318,43,F,754500.0,734,Salaried,8.3,High School,Widowed,Rented,5800.0,1,150000
101319,40,M,463700.0,633,Salaried,3.0,Graduate,Married,Owned,5300.0,4,500000
101320,24,F,235600.0,687,Self-employed,4.4,Post Graduate,Single,Living with Parents,7000.0,3,200000
101321,33,F,352500.0,748,Salaried,5.9,High School,Married,Rented,6600.0,1,500000
101322,49,F,597800.0,588,Salaried,11.6,Post Graduate,Married,Owned,1200.0,3,75000
101323,68,M,644100.0,818,Self-employed,18.1,High School,Married,Rented,7600.0,6,300000
101324,67,M,933800.0,771,Self-employed,19.5,Graduate,Married,Owned,16100.0,3,75000
101325,28,F,475600.0,796,Salaried,0.0,Professional Degree,Married,Rented,10900.0,7,75000
101326,56,M,0.0,650,Unemployed,0.0,Post Graduate,Married,Rented,0.0,2,100000
101327,22,F,387100.0,900,Retired,1.6,Post Graduate,Married,Rented,6600.0,2,300000
101328,56,F,20000.0,745,Unemployed,0.0,Graduate,Married,Owned,400.0,4,300000
101329,37,F,451300.0,617,Salaried,2.4,Graduate,Divorced,Owned,2100.0,6,150000
101330,43,M,709600.0,900,Salaried,11.2,Graduate,Married,Owned,6200.0,6,75000
101331,58,F,549700.0,484,Salaried,9.0,High School,Single,Rented,2600.0,7,75000
101332,42,M,40000.0,589,Unemployed,0.0,Graduate,Married,Company Provided,800.0,0,150000
101333,64,M,170900.0,739,Retired,8.9,Graduate,Married,Living with Parents,2700.0,6,150000
101334,48,F,794800.0,722,Self-employed,9.2,Graduate,Married,Living with Parents,11200.0,0,100000
101335,74,M,595000.0,793,Salaried,20.3,Graduate,Divorced,Owned,14100.0,6,300000
101336,54,M,1149800.0,738,Salaried,14.4,High School,Single,Owned,19500.0,2,25000
101337,34,M,330800.0,812,Self-employed,7.9,High School,Divorced,Living with Parents,6900.0,5,25000
101338,62,M,1170500.0,708,Salaried,13.0,High School,Married,Rented,21500.0,3,50000
101339,41,F,382500.0,726,Salaried,10.2,Graduate,Single,Owned,7300.0,0,500000
101340,48,M,922400.0,883,Self-employed,10.3,High School,Single,Rented,5900.0,5,50000
101341,25,M,869200.0,834,Self-employed,0.8,Post Graduate,Widowed,Rented,17200.0,2,200000
101342,24,F,286000.0,674,Salaried,2.9,High School,Married,Owned,4700.0,1,500000
101343,50,M,922600.0,823,Self-employed,12.3,Post Graduate,Divorced,Owned,9800.0,2,75000
101344,28,F,350900.0,843,Salaried,0.0,High School,Married,Rented,6300.0,1,300000
101345,74,F,772900.0,662,Salaried,13.6,Post Graduate,Single,Owned,16900.0,1,100000
101346,66,F,658500.0,664,Salaried,14.0,Graduate,Married,Rented,8300.0,3,100000
101347,57,F,585200.0,710,Salaried,8.0,Post Graduate,Married,Living with Parents,4900.0,3,100000
101348,59,M,572300.0,778,Salaried,8.6,Post Graduate,Married,Company Provided,4900.0,2,75000
101349,51,F,652400.0,825,Salaried,8.6,Graduate,Single,Owned,2600.0,2,100000
101350,21,M,296300.0,627,Salaried,3.9,High School,Married,Owned,3600.0,6,50000
101351,40,M,395000.0,655,Salaried,9.5,Graduate,Married,Rented,6800.0,4,25000
101352,46,F,754700.0,612,Salaried,9.4,High School,Married,Owned,18800.0,1,75000
101353,70,M,919100.0,712,Self-employed,16.1,Post Graduate,Single,Living with Parents,7300.0,3,50000
101354,30,F,391600.0,700,Salaried,9.9,Post Graduate,Married,Rented,6200.0,7,100000
101355,46,F,300500.0,515,Salaried,6.8,High School,Single,Rented,4100.0,0,100000
101356,37,F,87600.0,667,Salaried,6.4,Graduate,Married,Living with Parents,1200.0,7,150000
101357,25,M,662800.0,608,Salaried,0.3,High School,Single,Owned,2100.0,1,25000
101358,23,M,741500.0,711,Self-employed,0.0,Graduate,Single,Rented,4900.0,2,200000
101359,38,F,66900.0,866,Retired,9.6,Graduate,Single,Company Provided,1700.0,4,50000
101360,22,M,645600.0,586,Salaried,0.3,Graduate,Single,Owned,13000.0,1,50000
101361,21,F,1053800.0,851,Salaried,3.0,Post Graduate,Married,Owned,16000.0,7,500000
101362,37,F,166300.0,831,Salaried,5.0,High School,Married,Living with Parents,2700.0,5,300000
101363,29,F,517700.0,835,Salaried,7.0,Post Graduate,Single,Rented,9500.0,4,150000
101364,49,F,0.0,650,Retired,6.3,Graduate,Married,Owned,0.0,3,50000
101365,19,M,702900.0,819,Salaried,3.8,High School,Married,Owned,7500.0,7,500000
101366,35,M,639100.0,794,Self-employed,7.8,Graduate,Single,Rented,5900.0,2,500000
101367,43,F,111300.0,774,Retired,2.1,High School,Married,Rented,1600.0,7,200000
101368,72,M,681400.0,769,Salaried,14.6,Graduate,Married,Rented,3900.0,7,75000
101369,54,M,592600.0,683,Salaried,13.9,Post Graduate,Widowed,Owned,5300.0,5,75000
101370,68,M,640700.0,844,Self-employed,19.9,High School,Married,Owned,10700.0,5,25000
101371,37,M,680600.0,900,Self-employed,7.8,High School,Married,Rented,7500.0,4,300000
101372,43,M,422500.0,699,Salaried,6.3,Graduate,Married,Living with Parents,700.0,7,500000
101373,41,M,482800.0,701,Self-employed,4.0,High School,Married,Rented,5200.0,4,150000
101374,68,F,575900.0,744,Salaried,16.7,High School,Single,Rented,9800.0,7,150000
101375,72,M,654200.0,634,Salaried,14.9,Graduate,Single,Living with Parents,9200.0,1,150000
101376,72,F,857400.0,695,Self-employed,15.0,Graduate,Married,Owned,1800.0,3,75000
101377,60,M,825400.0,804,Salaried,11.9,Post Graduate,Married,Owned,16700.0,1,25000
101378,46,F,269100.0,725,Salaried,11.0,Graduate,Married,Owned,3100.0,0,75000
101379,48,M,939300.0,770,Salaried,14.4,Graduate,Married,Owned,14600.0,2,50000
101380,73,M,779400.0,777,Self-employed,19.6,Graduate,Single,Company Provided,15800.0,7,300000
101381,34,M,150200.0,678,Retired,4.8,High School,Single,Owned,1900.0,2,25000
101382,37,M,418200.0,654,Self-employed,3.0,Graduate,Married,Living with Parents,300.0,6,300000
101383,69,M,1183300.0,823,Self-employed,17.3,Graduate,Single,Owned,29600.0,2,25000
101384,40,F,1303600.0,839,Salaried,11.6,Professional Degree,Single,Rented,0.0,5,150000
101385,31,F,852700.0,612,Salaried,6.9,Below High School,Married,Owned,9500.0,1,500000
101386,49,M,615800.0,780,Salaried,9.9,Graduate,Single,Owned,13500.0,3,75000
101387,36,M,610800.0,676,Salaried,3.9,Graduate,Single,Owned,5300.0,6,300000
101388,68,F,1022000.0,806,Self-employed,16.0,High School,Married,Rented,9300.0,7,25000
101389,69,F,706200.0,787,Salaried,18.8,Post Graduate,Married,Rented,8400.0,2,50000
101390,35,M,351300.0,732,Retired,5.8,High School,Single,Living with Parents,4300.0,4,500000
101391,48,F,718300.0,780,Salaried,8.7,Post Graduate,Divorced,Living with Parents,5500.0,4,50000
101392,74,M,1144400.0,773,Self-employed,14.7,Graduate,Married,Rented,10400.0,3,200000
101393,60,F,959600.0,787,Salaried,20.4,High School,Married,Company Provided,19700.0,3,100000
101394,30,M,567700.0,792,Self-employed,0.9,Graduate,Single,Owned,5600.0,7,50000
101395,51,M,857600.0,732,Salaried,6.9,High School,Married,Owned,14300.0,3,75000
101396,53,M,598200.0,755,Salaried,11.0,Graduate,Married,Rented,4300.0,5,150000
101397,55,F,0.0,615,Unemployed,0.0,Post Graduate,Married,Rented,0.0,3,150000
101398,19,M,557800.0,571,Self-employed,3.4,Graduate,Divorced,Rented,10900.0,4,300000
101399,35,F,567100.0,716,Salaried,8.3,High School,Single,Rented,7200.0,4,50000
101400,66,F,514500.0,635,Self-employed,10.8,Graduate,Divorced,Living with Parents,9100.0,1,100000
101401,31,F,400500.0,667,Salaried,1.6,Graduate,Married,Owned,9400.0,1,100000
101402,35,M,295000.0,639,Self-employed,2.5,Graduate,Married,Living with Parents,2000.0,5,50000
101403,36,M,389300.0,669,Salaried,7.8,Graduate,Married,Rented,2500.0,7,500000
101404,28,M,310300.0,662,Retired,4.3,Graduate,Married,Rented,4900.0,5,75000
101405,26,F,741000.0,769,Salaried,1.3,Graduate,Married,Owned,3500.0,4,100000
101406,37,F,567800.0,782,Retired,6.3,Post Graduate,Single,Owned,1700.0,7,200000
101407,67,M,416300.0,749,Retired,11.3,Graduate,Single,Owned,1100.0,5,500000
101408,18,F,0.0,650,Student,0.0,High School,Single,Living with Parents,0.0,7,50000
101409,34,M,408700.0,900,Self-employed,0.9,Graduate,Married,Rented,0.0,2,150000
101410,21,M,558300.0,764,Self-employed,1.3,Graduate,Married,Owned,5900.0,6,25000
101411,50,M,891800.0,853,Salaried,10.0,Post Graduate,Married,Living with Parents,0.0,6,100000
101412,32,F,478300.0,761,Salaried,1.2,Post Graduate,Married,Rented,7800.0,6,500000
101413,63,M,454900.0,825,Salaried,14.8,Post Graduate,Married,Company Provided,7600.0,2,150000
101414,51,M,896500.0,601,Salaried,13.1,High School,Married,Rented,10700.0,5,500000
101415,62,F,429200.0,508,Salaried,10.1,Graduate,Widowed,Rented,9100.0,6,200000
101416,54,M,520100.0,581,Self-employed,9.8,Post Graduate,Married,Rented,9700.0,4,75000
101417,42,M,588300.0,662,Salaried,8.7,High School,Married,Rented,4700.0,1,500000
101418,67,M,501300.0,808,Salaried,14.7,Below High School,Married,Rented,3800.0,1,200000
101419,45,M,386000.0,717,Salaried,4.0,High School,Single,Owned,7400.0,6,25000
101420,72,M,354200.0,713,Retired,14.9,Graduate,Married,Company Provided,6300.0,1,300000
101421,74,M,434900.0,799,Salaried,15.4,Graduate,Married,Living with Parents,5000.0,7,150000
101422,51,F,432100.0,741,Salaried,9.4,High School,Married,Rented,700.0,4,500000
101423,56,M,591100.0,631,Salaried,11.0,Graduate,Married,Rented,11500.0,1,200000
101424,32,F,222200.0,786,Salaried,8.9,Post Graduate,Single,Rented,3100.0,1,50000
101425,64,M,918900.0,856,Salaried,13.2,Post Graduate,Married,Owned,11900.0,0,100000
101426,56,M,343800.0,900,Self-employed,6.2,Graduate,Married,Owned,0.0,4,300000
101427,69,M,243900.0,757,Retired,15.6,Post Graduate,Single,Owned,4100.0,6,150000
101428,33,M,897300.0,899,Self-employed,9.7,Graduate,Married,Owned,11600.0,5,25000
101429,62,M,829500.0,746,Salaried,12.7,Post Graduate,Single,Owned,8100.0,4,25000
101430,44,M,577700.0,900,Salaried,6.5,Graduate,Married,Living with Parents,4500.0,4,75000
101431,28,F,233100.0,679,Salaried,2.1,Post Graduate,Single,Owned,3300.0,1,75000
101432,27,F,587300.0,804,Self-employed,4.5,Post Graduate,Married,Living with Parents,9700.0,6,150000
101433,50,M,0.0,649,Unemployed,0.0,Graduate,Married,Living with Parents,0.0,4,100000
101434,36,F,476500.0,843,Salaried,0.9,Graduate,Married,Owned,8100.0,6,75000
101435,23,F,711100.0,814,Salaried,0.0,High School,Widowed,Rented,4000.0,7,100000
101436,42,F,90000.0,590,Student,2.0,High School,Married,Rented,800.0,7,50000
101437,55,M,709600.0,702,Salaried,12.7,High School,Divorced,Living with Parents,12700.0,7,200000
101438,36,M,40000.0,747,Unemployed,0.0,Below High School,Divorced,Rented,400.0,6,25000
101439,72,M,904900.0,778,Salaried,15.3,Graduate,Married,Owned,22400.0,2,500000
101440,62,M,460000.0,756,Self-employed,13.3,Below High School,Married,Owned,7000.0,2,300000
101441,47,M,70400.0,643,Salaried,6.4,Post Graduate,Married,Living with Parents,400.0,5,25000
101442,71,F,85500.0,717,Retired,15.6,Graduate,Widowed,Owned,200.0,1,200000
101443,42,F,0.0,650,Retired,8.6,Post Graduate,Single,Living with Parents,0.0,4,100000
101444,25,M,415600.0,790,Salaried,0.0,Graduate,Married,Owned,3900.0,5,150000
101445,20,M,524300.0,757,Self-employed,1.5,High School,Married,Rented,10200.0,2,100000
101446,71,M,223000.0,814,Salaried,12.6,High School,Single,Rented,2200.0,0,75000
101447,72,M,519100.0,676,Salaried,13.0,Post Graduate,Married,Owned,7800.0,1,500000
101448,60,F,241600.0,753,Salaried,10.6,High School,Married,Owned,2700.0,5,50000
101449,23,M,612500.0,735,Self-employed,5.6,Graduate,Married,Owned,9200.0,1,200000
101450,34,F,272200.0,473,Salaried,0.0,High School,Married,Living with Parents,5000.0,6,150000
101451,20,F,682200.0,737,Salaried,0.0,High School,Divorced,Living with Parents,9200.0,0,500000
101452,20,F,421800.0,763,Salaried,0.5,Below High School,Single,Owned,7500.0,6,100000
101453,32,F,922400.0,885,Salaried,7.7,Graduate,Married,Rented,1900.0,5,150000
101454,50,M,498600.0,725,Salaried,15.4,High School,Married,Owned,8000.0,2,500000
101455,21,M,1061800.0,828,Salaried,0.0,Post Graduate,Single,Rented,14300.0,2,200000
101456,74,M,346200.0,776,Retired,18.4,High School,Married,Living with Parents,4000.0,4,100000
101457,43,F,408500.0,640,Salaried,7.2,High School,Married,Living with Parents,0.0,4,300000
101458,33,M,667700.0,596,Retired,4.2,Below High School,Married,Living with Parents,1500.0,6,300000
101459,47,F,363200.0,764,Salaried,9.5,Professional Degree,Single,Owned,5400.0,6,25000
101460,63,M,456700.0,715,Salaried,8.7,Graduate,Widowed,Owned,7200.0,4,50000
101461,35,M,178700.0,722,Salaried,5.0,Graduate,Single,Living with Parents,2900.0,0,500000
101462,20,M,113600.0,669,Salaried,2.0,Graduate,Married,Owned,1500.0,7,500000
101463,20,F,225200.0,742,Self-employed,0.0,Post Graduate,Single,Owned,1200.0,3,100000
101464,66,M,737900.0,648,Salaried,15.8,High School,Married,Owned,4800.0,6,75000
101465,24,M,297600.0,856,Salaried,0.0,Post Graduate,Single,Living with Parents,0.0,2,500000
101466,54,M,633800.0,613,Salaried,11.1,Post Graduate,Married,Rented,9000.0,2,25000
101467,39,F,758900.0,684,Self-employed,10.3,Below High School,Married,Company Provided,19800.0,4,25000
101468,62,F,674400.0,711,Salaried,12.5,High School,Married,Owned,8600.0,5,200000
101469,21,M,591100.0,707,Salaried,0.0,Graduate,Married,Owned,4900.0,1,25000
101470,69,F,826000.0,659,Salaried,11.0,High School,Married,Owned,11200.0,6,50000
101471,57,M,930200.0,611,Salaried,12.9,High School,Married,Living with Parents,11600.0,4,25000
101472,43,F,60000.0,723,Student,2.0,Graduate,Single,Owned,100.0,6,500000
101473,29,M,594200.0,684,Salaried,3.1,High School,Single,Company Provided,8900.0,4,25000
101474,73,M,576000.0,788,Salaried,15.1,Graduate,Married,Rented,7300.0,4,500000
101475,35,F,467700.0,573,Salaried,0.0,Graduate,Married,Living with Parents,5700.0,5,50000
101476,45,M,40000.0,773,Unemployed,0.0,Graduate,Married,Living with Parents,1100.0,4,500000
101477,40,M,423500.0,716,Salaried,4.5,Graduate,Married,Rented,5400.0,0,75000
101478,31,F,145000.0,447,Retired,2.0,Graduate,Married,Living with Parents,3700.0,2,100000
101479,41,F,1010000.0,781,Self-employed,11.7,Graduate,Divorced,Owned,7900.0,7,50000
101480,26,M,335800.0,688,Salaried,0.0,Post Graduate,Widowed,Living with Parents,1100.0,2,75000
101481,18,F,65200.0,601,Self-employed,0.0,Graduate,Married,Living with Parents,500.0,3,50000
101482,34,F,548200.0,835,Salaried,5.5,Graduate,Single,Rented,11600.0,1,50000
101483,24,M,318900.0,808,Salaried,0.6,Post Graduate,Single,Owned,2600.0,3,100000
101484,41,F,517000.0,758,Salaried,5.3,Graduate,Married,Company Provided,2000.0,6,100000
101485,67,M,744900.0,745,Salaried,15.5,High School,Single,Company Provided,11600.0,5,200000
101486,27,F,469500.0,740,Salaried,3.5,High School,Married,Rented,5100.0,0,500000
101487,18,M,495100.0,581,Self-employed,0.0,Graduate,Married,Company Provided,8500.0,7,25000
101488,24,M,555600.0,734,Self-employed,0.0,Graduate,Widowed,Rented,4900.0,5,75000
101489,46,M,572900.0,864,Retired,8.5,Post Graduate,Single,Owned,4100.0,5,150000
101490,33,M,291000.0,808,Salaried,5.0,Graduate,Married,Rented,7100.0,6,100000
101491,45,F,625800.0,594,Salaried,9.5,Below High School,Married,Owned,4900.0,5,150000
101492,19,F,369000.0,746,Salaried,0.0,Post Graduate,Divorced,Rented,2900.0,6,75000
101493,36,M,410100.0,632,Retired,6.4,Graduate,Married,Rented,6700.0,5,75000
101494,41,M,428700.0,785,Salaried,9.8,Professional Degree,Divorced,Owned,0.0,7,200000
101495,42,M,775100.0,700,Salaried,7.3,Post Graduate,Single,Owned,14100.0,5,50000
101496,49,M,648600.0,669,Self-employed,9.0,Graduate,Married,Living with Parents,16400.0,6,25000
101497,62,M,723700.0,786,Self-employed,12.5,Graduate,Single,Living with Parents,13800.0,4,200000
101498,44,F,764100.0,679,Salaried,5.9,Graduate,Single,Company Provided,4900.0,2,150000
101499,65,F,471100.0,650,Self-employed,11.3,High School,Single,Owned,4000.0,4,300000
101500,48,M,567400.0,768,Salaried,8.1,Graduate,Married,Living with Parents,7800.0,1,200000
101501,32,M,667100.0,585,Self-employed,5.6,High School,Married,Owned,10500.0,3,75000
101502,31,F,495000.0,665,Self-employed,1.2,High School,Married,Owned,11900.0,5,100000
101503,36,M,794500.0,609,Self-employed,5.2,Graduate,Single,Living with Parents,18900.0,6,150000
101504,52,M,659000.0,630,Salaried,9.6,Graduate,Single,Rented,7800.0,3,25000
101505,31,M,455200.0,836,Salaried,9.2,Graduate,Single,Living with Parents,4500.0,3,25000
101506,70,M,937600.0,742,Salaried,17.8,Graduate,Married,Owned,7600.0,4,500000
101507,45,M,805400.0,712,Salaried,10.2,Post Graduate,Married,Owned,14200.0,1,300000
101508,67,F,90000.0,776,Student,2.0,Graduate,Married,Rented,1800.0,5,300000
101509,56,M,490600.0,896,Salaried,9.8,Post Graduate,Single,Owned,6800.0,3,200000
101510,37,F,539900.0,762,Salaried,9.8,Graduate,Married,Owned,7200.0,5,300000
101511,31,M,818000.0,860,Salaried,4.4,Professional Degree,Single,Owned,22400.0,5,100000
101512,60,F,125500.0,684,Salaried,12.5,Graduate,Married,Owned,2200.0,1,50000
101513,36,M,430100.0,741,Salaried,1.8,Post Graduate,Married,Living with Parents,0.0,4,150000
101514,32,M,400000.0,719,Salaried,3.0,Graduate,Divorced,Owned,5200.0,2,25000
101515,71,M,329100.0,737,Self-employed,10.6,High School,Married,Rented,4800.0,4,500000
101516,45,M,20000.0,708,Unemployed,0.0,Graduate,Married,Rented,200.0,5,150000
101517,20,M,250200.0,580,Retired,0.0,Graduate,Single,Rented,5400.0,3,150000
101518,46,F,40000.0,526,Unemployed,0.0,High School,Married,Rented,400.0,4,200000
101519,44,M,442100.0,680,Salaried,3.6,Graduate,Divorced,Rented,3000.0,1,100000
101520,67,M,90000.0,596,Student,2.0,High School,Divorced,Living with Parents,800.0,3,200000
101521,58,M,757200.0,814,Salaried,13.8,Professional Degree,Single,Owned,13500.0,5,100000
101522,28,F,242000.0,743,Salaried,8.1,Graduate,Married,Living with Parents,1000.0,4,50000
101523,26,F,847600.0,727,Salaried,7.4,High School,Married,Owned,8500.0,0,50000
101524,52,F,1069800.0,750,Salaried,10.7,Post Graduate,Divorced,Rented,20300.0,3,50000
101525,20,F,519200.0,840,Self-employed,3.7,Graduate,Married,Rented,2200.0,2,500000
101526,36,F,308900.0,741,Salaried,6.2,Graduate,Widowed,Owned,2000.0,7,75000
101527,25,F,695200.0,712,Salaried,0.8,Graduate,Single,Owned,1400.0,7,150000
101528,19,M,590300.0,699,Salaried,0.0,High School,Married,Owned,4300.0,0,50000
101529,70,F,1029900.0,818,Salaried,17.5,High School,Married,Owned,10100.0,2,100000
101530,23,F,905200.0,804,Retired,13.8,Post Graduate,Single,Rented,10600.0,4,100000
101531,18,M,85600.0,634,Salaried,3.5,Graduate,Married,Owned,600.0,2,500000
101532,71,F,904300.0,900,Salaried,16.6,Graduate,Married,Living with Parents,9800.0,5,500000
101533,28,M,461500.0,704,Self-employed,4.5,Below High School,Single,Living with Parents,9200.0,0,150000
101534,64,M,567600.0,678,Retired,15.2,Post Graduate,Married,Owned,8800.0,6,75000
101535,19,M,671100.0,567,Salaried,0.0,Graduate,Married,Owned,18500.0,2,50000
101536,26,F,704200.0,793,Salaried,4.7,Graduate,Single,Rented,6200.0,1,500000
101537,24,F,0.0,650,Student,1.3,High School,Single,Living with Parents,0.0,2,200000
101538,58,M,547700.0,798,Salaried,9.0,Post Graduate,Married,Owned,7900.0,7,75000
101539,53,M,577500.0,835,Salaried,11.9,Professional Degree,Divorced,Owned,5700.0,2,500000
101540,45,M,810200.0,781,Salaried,9.9,High School,Divorced,Company Provided,10700.0,2,200000
101541,31,M,429700.0,741,Salaried,3.5,Post Graduate,Married,Rented,200.0,1,300000
101542,23,F,0.0,482,Unemployed,0.0,Graduate,Married,Owned,0.0,1,75000
101543,50,M,40000.0,542,Unemployed,0.0,High School,Single,Living with Parents,800.0,7,100000
101544,31,M,409500.0,763,Salaried,3.7,High School,Married,Company Provided,10700.0,5,100000
101545,51,M,625500.0,791,Self-employed,8.6,Graduate,Single,Rented,14400.0,4,300000
101546,57,F,0.0,650,Retired,9.6,High School,Married,Owned,0.0,1,300000
101547,66,M,164000.0,629,Salaried,13.6,Below High School,Married,Rented,2700.0,0,100000
101548,46,F,997600.0,802,Self-employed,13.0,Post Graduate,Married,Owned,15500.0,2,150000
101549,18,M,20000.0,597,Unemployed,0.0,Graduate,Married,Rented,200.0,7,100000
101550,33,M,1104700.0,746,Salaried,5.6,Graduate,Divorced,Owned,7700.0,4,100000
101551,66,F,599900.0,764,Salaried,13.4,Graduate,Married,Rented,9000.0,6,150000
101552,48,M,433700.0,666,Self-employed,7.8,Graduate,Divorced,Living with Parents,5500.0,2,500000
101553,53,F,843500.0,836,Self-employed,7.9,Post Graduate,Married,Company Provided,16000.0,0,25000
101554,44,M,0.0,641,Salaried,8.1,Below High School,Single,Living with Parents,0.0,1,75000
101555,27,F,396500.0,730,Salaried,1.1,High School,Divorced,Owned,4800.0,1,75000
101556,69,F,716700.0,777,Self-employed,19.1,Graduate,Married,Owned,15300.0,4,150000
101557,62,F,517500.0,900,Salaried,12.9,Professional Degree,Married,Rented,8900.0,1,150000
101558,74,M,231300.0,792,Retired,16.7,Graduate,Single,Owned,1600.0,7,500000
101559,66,F,860800.0,834,Retired,13.9,Professional Degree,Single,Owned,4000.0,5,25000
101560,34,F,593400.0,765,Salaried,5.9,Graduate,Married,Living with Parents,7700.0,3,200000
101561,32,M,756200.0,900,Self-employed,8.7,Graduate,Married,Owned,14000.0,4,100000
101562,32,M,426800.0,711,Self-employed,1.1,Graduate,Single,Owned,7200.0,5,25000
101563,70,F,316500.0,738,Salaried,16.4,High School,Married,Rented,4500.0,6,300000
101564,49,M,488400.0,735,Salaried,4.6,Graduate,Single,Company Provided,8600.0,0,25000
101565,43,F,0.0,496,Salaried,11.2,Below High School,Married,Rented,0.0,4,500000
101566,73,F,124500.0,748,Retired,16.2,Graduate,Married,Owned,2200.0,3,75000
101567,52,M,0.0,650,Retired,5.7,High School,Single,Rented,0.0,2,50000
101568,69,F,335000.0,816,Salaried,11.5,Professional Degree,Married,Living with Parents,3500.0,5,75000
101569,74,F,495600.0,866,Retired,19.2,High School,Divorced,Owned,3700.0,1,500000
101570,22,M,561300.0,784,Self-employed,0.0,Graduate,Married,Rented,10200.0,2,300000
101571,38,F,384900.0,745,Salaried,6.8,High School,Married,Living with Parents,3800.0,5,100000
101572,59,M,706600.0,801,Salaried,11.0,High School,Married,Rented,300.0,0,75000
101573,64,M,0.0,650,Retired,13.2,High School,Married,Owned,0.0,2,50000
101574,26,F,298000.0,704,Salaried,0.4,Post Graduate,Single,Living with Parents,4500.0,6,150000
